frame.number,frame.time,eth.src,eth.dst,ip.src,ip.dst,ip.proto,frame.len
"6296","Apr 24, 2024 14:01:26.491001000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6297","Apr 24, 2024 14:01:26.491084000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6298","Apr 24, 2024 14:01:26.491084000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6299","Apr 24, 2024 14:01:26.491085000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6300","Apr 24, 2024 14:01:26.491085000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6301","Apr 24, 2024 14:01:26.491085000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6302","Apr 24, 2024 14:01:26.491406000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6303","Apr 24, 2024 14:01:26.491407000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6304","Apr 24, 2024 14:01:26.491407000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6305","Apr 24, 2024 14:01:26.491407000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6306","Apr 24, 2024 14:01:26.491407000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6307","Apr 24, 2024 14:01:26.491408000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6308","Apr 24, 2024 14:01:26.491408000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6309","Apr 24, 2024 14:01:26.491409000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6310","Apr 24, 2024 14:01:26.491492000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6311","Apr 24, 2024 14:01:26.491492000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6312","Apr 24, 2024 14:01:26.491492000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6313","Apr 24, 2024 14:01:26.491493000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6314","Apr 24, 2024 14:01:26.491493000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6315","Apr 24, 2024 14:01:26.491493000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6316","Apr 24, 2024 14:01:26.491493000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6317","Apr 24, 2024 14:01:26.491493000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6318","Apr 24, 2024 14:01:26.491590000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6319","Apr 24, 2024 14:01:26.491590000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6320","Apr 24, 2024 14:01:26.491590000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6321","Apr 24, 2024 14:01:26.491590000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","550"
"6322","Apr 24, 2024 14:01:26.497603000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","79"
"6323","Apr 24, 2024 14:01:26.501625000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6324","Apr 24, 2024 14:01:26.501626000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6325","Apr 24, 2024 14:01:26.501626000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6326","Apr 24, 2024 14:01:26.501626000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6327","Apr 24, 2024 14:01:26.501626000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6328","Apr 24, 2024 14:01:26.501626000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6329","Apr 24, 2024 14:01:26.501627000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6330","Apr 24, 2024 14:01:26.501846000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6331","Apr 24, 2024 14:01:26.501846000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6332","Apr 24, 2024 14:01:26.501847000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6333","Apr 24, 2024 14:01:26.501847000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6334","Apr 24, 2024 14:01:26.501847000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6335","Apr 24, 2024 14:01:26.501847000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6336","Apr 24, 2024 14:01:26.501847000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6337","Apr 24, 2024 14:01:26.501847000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6338","Apr 24, 2024 14:01:26.501922000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6339","Apr 24, 2024 14:01:26.501922000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6340","Apr 24, 2024 14:01:26.501922000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6341","Apr 24, 2024 14:01:26.501922000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6342","Apr 24, 2024 14:01:26.501922000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6343","Apr 24, 2024 14:01:26.501922000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6344","Apr 24, 2024 14:01:26.501923000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6345","Apr 24, 2024 14:01:26.501923000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6346","Apr 24, 2024 14:01:26.502014000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6347","Apr 24, 2024 14:01:26.502014000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6348","Apr 24, 2024 14:01:26.502014000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6349","Apr 24, 2024 14:01:26.502014000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6350","Apr 24, 2024 14:01:26.502014000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6351","Apr 24, 2024 14:01:26.502014000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6352","Apr 24, 2024 14:01:26.502014000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6353","Apr 24, 2024 14:01:26.502014000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6354","Apr 24, 2024 14:01:26.502073000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6355","Apr 24, 2024 14:01:26.502073000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6356","Apr 24, 2024 14:01:26.502073000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6357","Apr 24, 2024 14:01:26.502073000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6358","Apr 24, 2024 14:01:26.502073000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6359","Apr 24, 2024 14:01:26.502074000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6360","Apr 24, 2024 14:01:26.502074000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6361","Apr 24, 2024 14:01:26.502074000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6362","Apr 24, 2024 14:01:26.502154000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6363","Apr 24, 2024 14:01:26.502154000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6364","Apr 24, 2024 14:01:26.502154000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6365","Apr 24, 2024 14:01:26.502154000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6366","Apr 24, 2024 14:01:26.502154000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6367","Apr 24, 2024 14:01:26.502154000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6368","Apr 24, 2024 14:01:26.502155000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6369","Apr 24, 2024 14:01:26.502155000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6370","Apr 24, 2024 14:01:26.502239000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6371","Apr 24, 2024 14:01:26.502239000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6372","Apr 24, 2024 14:01:26.502239000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6373","Apr 24, 2024 14:01:26.502239000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6374","Apr 24, 2024 14:01:26.502240000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6375","Apr 24, 2024 14:01:26.502240000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6376","Apr 24, 2024 14:01:26.502240000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6377","Apr 24, 2024 14:01:26.502405000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6378","Apr 24, 2024 14:01:26.502405000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6379","Apr 24, 2024 14:01:26.502405000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6380","Apr 24, 2024 14:01:26.502406000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6381","Apr 24, 2024 14:01:26.502406000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6382","Apr 24, 2024 14:01:26.502406000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6383","Apr 24, 2024 14:01:26.502406000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6384","Apr 24, 2024 14:01:26.502406000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6385","Apr 24, 2024 14:01:26.502479000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6386","Apr 24, 2024 14:01:26.502479000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6387","Apr 24, 2024 14:01:26.502479000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6388","Apr 24, 2024 14:01:26.502480000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6389","Apr 24, 2024 14:01:26.502480000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6390","Apr 24, 2024 14:01:26.502480000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6391","Apr 24, 2024 14:01:26.502480000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6392","Apr 24, 2024 14:01:26.502480000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6393","Apr 24, 2024 14:01:26.502574000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6394","Apr 24, 2024 14:01:26.502574000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6395","Apr 24, 2024 14:01:26.502574000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6396","Apr 24, 2024 14:01:26.502574000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6397","Apr 24, 2024 14:01:26.502574000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6398","Apr 24, 2024 14:01:26.502575000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6399","Apr 24, 2024 14:01:26.502575000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6400","Apr 24, 2024 14:01:26.502575000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6401","Apr 24, 2024 14:01:26.502655000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6402","Apr 24, 2024 14:01:26.502655000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6403","Apr 24, 2024 14:01:26.502781000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6404","Apr 24, 2024 14:01:26.503163000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6405","Apr 24, 2024 14:01:26.503163000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6406","Apr 24, 2024 14:01:26.503163000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6407","Apr 24, 2024 14:01:26.503164000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6408","Apr 24, 2024 14:01:26.503164000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6409","Apr 24, 2024 14:01:26.503164000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6410","Apr 24, 2024 14:01:26.503164000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6411","Apr 24, 2024 14:01:26.506530000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","80"
"6412","Apr 24, 2024 14:01:27.092579000 CEST","02:02:02:ba:bd:11","33:33:00:00:83:84",,,,"330"
"6413","Apr 24, 2024 14:01:27.092945000 CEST","02:02:02:ba:bd:11","ff:ff:ff:ff:ff:ff","172.16.44.70","172.16.44.255","17","310"
"6414","Apr 24, 2024 14:01:27.647133000 CEST","90:1b:0e:bf:10:31","33:33:00:00:83:84",,,,"429"
"6415","Apr 24, 2024 14:01:27.647560000 CEST","90:1b:0e:bf:10:31","ff:ff:ff:ff:ff:ff","172.16.31.50","172.16.31.255","17","409"
"6416","Apr 24, 2024 14:01:28.125043000 CEST","78:8c:b5:4c:24:b4","ff:ff:ff:ff:ff:ff","172.16.43.10","255.255.255.255","17","235"
"6417","Apr 24, 2024 14:01:28.125232000 CEST","78:8c:b5:4c:24:b4","ff:ff:ff:ff:ff:ff","172.16.43.10","172.16.43.255","17","235"
"6418","Apr 24, 2024 14:01:28.178885000 CEST","6c:03:09:ac:7d:82","01:80:c2:00:00:00",,,,"119"
"6419","Apr 24, 2024 14:01:28.489318000 CEST","08:bd:43:71:58:4f","01:00:0c:cc:cc:cc",,,,"105"
"6420","Apr 24, 2024 14:01:28.489379000 CEST","08:bd:43:71:58:4f","01:00:0c:cc:cc:cc",,,,"105"
"6421","Apr 24, 2024 14:01:28.522767000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","1399"
"6422","Apr 24, 2024 14:01:28.522912000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","1370"
"6423","Apr 24, 2024 14:01:28.526288000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","74"
"6424","Apr 24, 2024 14:01:28.527057000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","164"
"6425","Apr 24, 2024 14:01:28.527601000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","80"
"6426","Apr 24, 2024 14:01:28.531008000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","168"
"6427","Apr 24, 2024 14:01:28.531008000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","68"
"6428","Apr 24, 2024 14:01:28.531796000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","75"
"6429","Apr 24, 2024 14:01:28.532263000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","71"
"6430","Apr 24, 2024 14:01:29.410108000 CEST","84:34:97:3c:aa:a0","09:00:09:09:13:a6",,,,"60"
"6431","Apr 24, 2024 14:01:29.443062000 CEST","00:26:f1:d9:37:42","01:80:c2:00:00:0e",,,,"143"
"6432","Apr 24, 2024 14:01:30.185491000 CEST","6c:03:09:ac:7d:82","01:80:c2:00:00:00",,,,"119"
"6433","Apr 24, 2024 14:01:30.578300000 CEST","e0:01:a6:06:c6:e5","ff:ff:ff:ff:ff:ff","0.0.0.0","255.255.255.255","17","342"
"6434","Apr 24, 2024 14:01:31.000887000 CEST","30:e1:71:5d:1d:b6","ff:ff:ff:ff:ff:ff","0.0.0.0","255.255.255.255","17","342"
"6435","Apr 24, 2024 14:01:31.536527000 CEST","a6:da:51:5f:6a:01","33:33:00:01:00:02",,,,"160"
"6436","Apr 24, 2024 14:01:31.936696000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","1399"
"6437","Apr 24, 2024 14:01:31.936840000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","1370"
"6438","Apr 24, 2024 14:01:31.939862000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","74"
"6439","Apr 24, 2024 14:01:31.940504000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","164"
"6440","Apr 24, 2024 14:01:31.941161000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","80"
"6441","Apr 24, 2024 14:01:31.943784000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1395"
"6442","Apr 24, 2024 14:01:31.943784000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6443","Apr 24, 2024 14:01:31.943862000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6444","Apr 24, 2024 14:01:31.943862000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6445","Apr 24, 2024 14:01:31.943862000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6446","Apr 24, 2024 14:01:31.943927000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6447","Apr 24, 2024 14:01:31.944117000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6448","Apr 24, 2024 14:01:31.944118000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6449","Apr 24, 2024 14:01:31.944118000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6450","Apr 24, 2024 14:01:31.944212000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6451","Apr 24, 2024 14:01:31.944212000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6452","Apr 24, 2024 14:01:31.944212000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6453","Apr 24, 2024 14:01:31.944213000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6454","Apr 24, 2024 14:01:31.944213000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6455","Apr 24, 2024 14:01:31.944213000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6456","Apr 24, 2024 14:01:31.944213000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6457","Apr 24, 2024 14:01:31.944213000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6458","Apr 24, 2024 14:01:31.944261000 CEST","90:1b:0e:28:fe:66","02:02:02:5c:e8:57","172.16.31.14","173.194.188.200","17","75"
"6459","Apr 24, 2024 14:01:31.944280000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6460","Apr 24, 2024 14:01:31.944280000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6461","Apr 24, 2024 14:01:31.944280000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6462","Apr 24, 2024 14:01:31.944280000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6463","Apr 24, 2024 14:01:31.944281000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6464","Apr 24, 2024 14:01:31.944281000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6465","Apr 24, 2024 14:01:31.944281000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6466","Apr 24, 2024 14:01:31.944281000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6467","Apr 24, 2024 14:01:31.944354000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6468","Apr 24, 2024 14:01:31.944354000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6469","Apr 24, 2024 14:01:31.944354000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6470","Apr 24, 2024 14:01:31.944354000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6471","Apr 24, 2024 14:01:31.944354000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6472","Apr 24, 2024 14:01:31.944354000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
"6473","Apr 24, 2024 14:01:31.944460000 CEST","02:02:02:5c:e8:57","90:1b:0e:28:fe:66","173.194.188.200","172.16.31.14","17","1399"
